stem,root,hom,class,mode,voice,pos,modification
pacamAna,pac,2,1,pres,atma,,
pacyat,pac,2,4,pres,para,,
pacyamAna,pac,2,4,pres,atma,,
pacyamAna,pac,2,,pres,pass,,
pacya,pac,2,,fut,pass,,
pipakzaRIya,pac,2,,fut,pass,,desid
pipakzat,pac,2,,pres,para,,desid
pipakzitavat,pac,2,,past,active,,desid
pipakzita,pac,2,,past,pass,,desid
pipipakzvas,pac,2,,perf,para,,desid
pecAna,pac,2,,perf,atma,,
pecivas,pac,2,,perf,para,,
paktum,pac,,,,,infinitive,
pakya,pac,,,,,gerund,
pAcayitum,pac,,,,,infinitive,caus
pAcya,pac,,,,,gerund,caus
pipakzitum,pac,,,,,infinitive,desid
pipakzya,pac,,,,,gerund,desid
paktvA,pac,,,,,gerund,
pAcayitvA,pac,,,,,gerund,caus
pipakzitvA,pac,,,,,gerund,desid
pattum,pad#1,,,,,infinitive,
padya,pad#1,,,,,gerund,
pAdayitum,pad#1,,,,,infinitive,caus
pAdya,pad#1,,,,,gerund,caus
pattvA,pad#1,,,,,gerund,
pAdayitvA,pad#1,,,,,gerund,caus
paPalAna,Pal,,,perf,atma,,
paPalvas,Pal,,,perf,para,,
Palat,Pal,,1,pres,para,,
PalanIya,Pal,,,fut,pass,,
PalamAna,Pal,,1,pres,atma,,
Palitavat,Pal,,,past,active,,
Palitavya,Pal,,,fut,pass,,
Palita,Pal,,,past,pass,,
Palizyat,Pal,,,fut,para,,
PalizyamAna,Pal,,,fut,atma,,
PalyamAna,Pal,,,pres,pass,,
Palya,Pal,,,fut,pass,,
Palitum,Pal,,,,,infinitive,
Palya,Pal,,,,,gerund,
PalitvA,Pal,,,,,gerund,
palAyitum,palAy,,,,,infinitive,
palAyya,palAy,,,,,gerund,
palAyitvA,palAy,,,,,gerund,
paRat,paR,,1,pres,para,,
paRanIya,paR,,,fut,pass,,
paRanIya,paR,,,fut,pass,,caus
paRamAna,paR,,1,pres,atma,,
paRayat,paR,,,pres,para,,caus
paRayamAna,paR,,,pres,atma,,caus
paRayitavya,paR,,,fut,pass,,caus
paRayizyat,paR,,,fut,para,,caus
paRayizyamAna,paR,,,fut,atma,,
paRayizyamAna,paR,,,fut,atma,,caus
paRitavat,paR,,,past,active,,
paRitavat,paR,,,past,active,,caus
paRita,paR,,,past,pass,,
paRita,paR,,,past,pass,,caus
paRtavya,paR,,,fut,pass,,
paRyamAna,paR,,,pres,pass,,
paRyamAna,paR,,,pres,pass,,caus
paRya,paR,,,fut,pass,,
paRya,paR,,,fut,pass,,caus
paRsyat,paR,,,fut,para,,
paRsyamAna,paR,,,fut,atma,,
peRAna,paR,,,perf,atma,,
peRivas,paR,,,perf,para,,
paRayitum,paR,,,,,infinitive,caus
paRitum,paR,,,,,infinitive,
paRya,paR,,,,,gerund,
paRayitvA,paR,,,,,gerund,caus
paRitvA,paR,,,,,gerund,
pASayitum,pASa,,,,,infinitive,
pASya,pASa,,,,,gerund,
pASayitvA,pASa,,,,,gerund,
patat,pat,2,1,pres,para,,
patanIya,pat,2,,fut,pass,,
patanIya,pat,1,,fut,pass,,
patamAna,pat,2,1,pres,atma,,
patitavat,pat,2,,past,active,,
patita,pat,2,,past,pass,,
pattavat,pat,1,,past,active,,
pattavya,pat,2,,fut,pass,,
pattavya,pat,1,,fut,pass,,
patta,pat,1,,past,pass,,
patTavat,paT,,,past,active,,
patTavya,paT,,,fut,pass,,
patTa,paT,,,past,pass,,
patyat,pat,1,4,pres,para,,
patyamAna,pat,2,,pres,pass,,
patyamAna,pat,1,4,pres,atma,,
patyamAna,pat,1,,pres,pass,,
patya,pat,2,,fut,pass,,
patya,pat,1,,fut,pass,,
patsyat,pat,2,,fut,para,,
patsyat,pat,1,,fut,para,,
patsyat,paT,,,fut,para,,
patsyamAna,pat,2,,fut,atma,,
patsyamAna,pat,1,,fut,atma,,
patsyamAna,paT,,,fut,atma,,
paTat,paT,,1,pres,para,,
paTanIya,paT,,,fut,pass,,
paTamAna,paT,,1,pres,atma,,
paTyamAna,paT,,,pres,pass,,
paTya,paT,,,fut,pass,,
pAtanIya,pat,2,,fut,pass,,caus
pAtayat,pat,2,,pres,para,,caus
pAtayamAna,pat,2,,pres,atma,,caus
pAtayitavya,pat,2,,fut,pass,,caus
pAtayizyat,pat,2,,fut,para,,caus
pAtayizyamAna,pat,2,,fut,atma,,
pAtayizyamAna,pat,2,,fut,atma,,caus
pAtitavat,pat,2,,past,active,,caus
pAtita,pat,2,,past,pass,,caus
pAtyamAna,pat,2,,pres,pass,,caus
pAtya,pat,2,,fut,pass,,caus
pATanIya,paT,,,fut,pass,,caus
pATayat,paT,,,pres,para,,caus
pATayamAna,paT,,,pres,atma,,caus
pATayitavya,paT,,,fut,pass,,caus
pATayizyat,paT,,,fut,para,,caus
pATayizyamAna,paT,,,fut,atma,,
pATayizyamAna,paT,,,fut,atma,,caus
pATitavat,paT,,,past,active,,caus
pATita,paT,,,past,pass,,caus
pATyamAna,paT,,,pres,pass,,caus
pATya,paT,,,fut,pass,,caus
petAna,pat,2,,perf,atma,,
petAna,pat,1,,perf,atma,,
petivas,pat,2,,perf,para,,
petivas,pat,1,,perf,para,,
peTAna,paT,,,perf,atma,,
peTivas,paT,,,perf,para,,
paTitum,paT,,,,,infinitive,
paTya,paT,,,,,gerund,
pATayitum,paT,,,,,infinitive,caus
pATya,paT,,,,,gerund,caus
patTvA,paT,,,,,gerund,
pATayitvA,paT,,,,,gerund,caus
patitum,pat#1,,,,,infinitive,
patya,pat#1,,,,,gerund,
pAtayitum,pat#1,,,,,infinitive,caus
pAtya,pat#1,,,,,gerund,caus
pipatizitum,pat#1,,,,,infinitive,desid
pipatizya,pat#1,,,,,gerund,desid
patitvA,pat#1,,,,,gerund,
pAtayitvA,pat#1,,,,,gerund,caus
pipatizitvA,pat#1,,,,,gerund,desid
patya,pat#2,,,,,gerund,
pattvA,pat#2,,,,,gerund,
pavitrayitum,pavitra,,,,,infinitive,
pavitrya,pavitra,,,,,gerund,
pavitrayitvA,pavitra,,,,,gerund,
pawat,paw,,1,pres,para,,
pawanIya,paw,,,fut,pass,,
pawamAna,paw,,1,pres,atma,,
pawwavat,paw,,,past,active,,
pawwavya,paw,,,fut,pass,,
pawwa,paw,,,past,pass,,
pawyamAna,paw,,,pres,pass,,
pawya,paw,,,fut,pass,,
pawsyat,paw,,,fut,para,,
pawsyamAna,paw,,,fut,atma,,
paWat,paW,,1,pres,para,,
paWanIya,paW,,,fut,pass,,
paWamAna,paW,,1,pres,atma,,
paWitavat,paW,,,past,active,,
paWitavya,paW,,,fut,pass,,
paWita,paW,,,past,pass,,
paWizyat,paW,,,fut,para,,
paWizyamAna,paW,,,fut,atma,,
paWyamAna,paW,,,pres,pass,,
paWya,paW,,,fut,pass,,
pAwanIya,paw,,,fut,pass,,caus
pAwayat,paw,,,pres,para,,caus
pAwayamAna,paw,,,pres,atma,,caus
pAwayitavya,paw,,,fut,pass,,caus
pAwayizyat,paw,,,fut,para,,caus
pAwayizyamAna,paw,,,fut,atma,,
pAwayizyamAna,paw,,,fut,atma,,caus
pAwitavat,paw,,,past,active,,caus
pAwita,paw,,,past,pass,,caus
pAwyamAna,paw,,,pres,pass,,caus
pAwya,paw,,,fut,pass,,caus
pAWanIya,paW,,,fut,pass,,caus
pAWayat,paW,,,pres,para,,caus
pAWayamAna,paW,,,pres,atma,,caus
pAWayitavya,paW,,,fut,pass,,caus
pAWayizyat,paW,,,fut,para,,caus
pAWayizyamAna,paW,,,fut,atma,,
pAWayizyamAna,paW,,,fut,atma,,caus
pAWitavat,paW,,,past,active,,caus
pAWita,paW,,,past,pass,,caus
pAWyamAna,paW,,,pres,pass,,caus
pAWya,paW,,,fut,pass,,caus
pApaWat,paW,,,pres,para,,intens
pApaWyamAna,paW,,,pres,atma,,intens
pipaWizaRIya,paW,,,fut,pass,,desid
pipaWizat,paW,,,pres,para,,desid
pipaWizitavat,paW,,,past,active,,desid
pipaWizita,paW,,,past,pass,,desid
pipipaWizvas,paW,,,perf,para,,desid
pewAna,paw,,,perf,atma,,
pewivas,paw,,,perf,para,,
peWAna,paW,,,perf,atma,,
peWivas,paW,,,perf,para,,
pawitum,paw,,,,,infinitive,
pawya,paw,,,,,gerund,
paWitum,paW,,,,,infinitive,
paWya,paW,,,,,gerund,
pAwayitum,paw,,,,,infinitive,caus
pAwya,paw,,,,,gerund,caus
pAWayitum,paW,,,,,infinitive,caus
pAWya,paW,,,,,gerund,caus
pipaWizitum,paW,,,,,infinitive,desid
pipaWizya,paW,,,,,gerund,desid
pawwvA,paw,,,,,gerund,
paWitvA,paW,,,,,gerund,
pAwayitvA,paw,,,,,gerund,caus
pAWayitvA,paW,,,,,gerund,caus
pipaWizitvA,paW,,,,,gerund,desid
pawapawAyitum,pawapawA,,,,,infinitive,
pawapawya,pawapawA,,,,,gerund,
pawapawAyitvA,pawapawA,,,,,gerund,
payaya,payas,,,,,gerund,
payasyitum,payas,,,,,infinitive,
payAyitum,payas,,,,,infinitive,
payasyitvA,payas,,,,,gerund,
payAyitvA,payas,,,,,gerund,
PenAyitum,Pena,,,,,infinitive,
Penya,Pena,,,,,gerund,
PenAyitvA,Pena,,,,,gerund,
paparARa,pF,,,perf,atma,,
paparvas,pF,,,perf,para,,
papfvas,pf,1,,perf,para,,
paprARa,pf,1,,perf,atma,,
paraRIya,pf,1,,fut,pass,,
paraRIya,pF,,,fut,pass,,
paritavya,pF,,,fut,pass,,
parizyat,pf,1,,fut,para,,
parizyat,pF,,,fut,para,,
parizyamAna,pf,1,,fut,atma,,
parizyamAna,pF,,,fut,atma,,
parItavya,pF,,,fut,pass,,
parIzyat,pF,,,fut,para,,
parIzyamAna,pF,,,fut,atma,,
partavya,pf,1,,fut,pass,,
pAraRIya,pf,1,,fut,pass,,caus
pAraRIya,pF,,,fut,pass,,caus
pArayat,pf,1,,pres,para,,caus
pArayat,pF,,,pres,para,,caus
pArayamAna,pf,1,,pres,atma,,caus
pArayamAna,pF,,,pres,atma,,caus
pArayitavya,pf,1,,fut,pass,,caus
pArayitavya,pF,,,fut,pass,,caus
pArayizyat,pf,1,,fut,para,,caus
