verb,infinitve of purpose,past participle,active past participle,past passive participle,potential passive participle,root,stems,mode,voice,pos,modification
,,,,,,pUj,pUjya,fut,pass,,
,,,,,,pUj,pojanIya,fut,pass,,
,,,,,,pUj,pUjayitum,,,infinitive,
,,,,,,pUj,pUjya,,,gerund,
,,,,,,pUj,pUjayitvA,,,gerund,
,,,,,,pUla,pUlatya,,,gerund,
,,,,,,pUla,pUlayitum,,,infinitive,
,,,,,,pUla,pUletum,,,infinitive,
,,,,,,pUla,pUlya,,,gerund,
,,,,,,pUla,pUlatvA,,,gerund,
,,,,,,pUla,pUlayitvA,,,gerund,
,,,,,,pulaka,pulakayitum,,,infinitive,
,,,,,,pulaka,pulakya,,,gerund,
,,,,,,pulaka,pulakayitvA,,,gerund,
,,,,,,Pull,puPullAna,perf,atma,,
,,,,,,Pull,puPullvas,perf,para,,
,,,,,,Pull,Pullat,pres,para,,
,,,,,,Pull,PullamAna,pres,atma,,
,,,,,,Pull,Pullitavat,past,active,,
,,,,,,Pull,Pullita,past,pass,,
,,,,,,Pull,PullyamAna,pres,pass,,
,,,,,,Pull,PollanIya,fut,pass,,
,,,,,,Pull,Pollitavya,fut,pass,,
,,,,,,Pull,Pollizyat,fut,para,,
,,,,,,Pull,PollizyamAna,fut,atma,,
,,,,,,Pull,Pollya,fut,pass,,
,,,,,,Pull,Pullitum,,,infinitive,
,,,,,,Pull,Pullya,,,gerund,
,,,,,,Pull,PullitvA,,,gerund,
,,,,,,puT,puTya,,,gerund,
,,,,,,puT,poTayitum,,,infinitive,caus
,,,,,,puT,poTitum,,,infinitive,
,,,,,,puT,poTya,,,gerund,caus
,,,,,,puT,putTvA,,,gerund,
,,,,,,puT,poTayitvA,,,gerund,caus
,,,,,,putra,putriyitum,,,infinitive,
,,,,,,putra,putrIyitum,,,infinitive,
,,,,,,putra,putrya,,,gerund,
,,,,,,putra,putriyitvA,,,gerund,
,,,,,,putra,putrIyitvA,,,gerund,
,,,,,,putrakAma,putrakAmya,,,gerund,
,,,,,,putrakAma,putrakAmyitum,,,infinitive,
,,,,,,putrakAma,putrakAmyitvA,,,gerund,
,,,,,,pUy,pupUyAna,perf,atma,,
,,,,,,pUy,pupUyvas,perf,para,,
,,,,,,pUy,pUtavat,past,active,,
,,,,,,pUy,pUta,past,pass,,
,,,,,,pUy,pUyat,pres,para,,
,,,,,,pUy,pUyamAna,pres,atma,,
,,,,,,pUy,pUyyamAna,pres,pass,,
,,,,,,pUy,pUyya,fut,pass,,
,,,,,,pUy,poyanIya,fut,pass,,
,,,,,,pUy,poyitavya,fut,pass,,
,,,,,,pUy,poyizyat,fut,para,,
,,,,,,pUy,poyizyamAna,fut,atma,,
,,,,,,pUy,pUya,,,gerund,
,,,,,,pUy,pUyitum,,,infinitive,
,,,,,,pUy,pUtvA,,,gerund,
,,,,,,puz,pupuzARa,perf,atma,,
,,,,,,puz,pupuzvas,perf,para,,
,,,,,,puz,puzwavat,past,active,,
,,,,,,puz,puzwa,past,pass,,
,,,,,,puz,puzRat,pres,para,,
,,,,,,puz,puzRAna,pres,atma,,
,,,,,,puz,puzyat,pres,para,,
,,,,,,puz,puzyamAna,pres,atma,,
,,,,,,puz,puzyamAna,pres,pass,,
,,,,,,puz,pokzyat,fut,para,,
,,,,,,puz,pokzyamAna,fut,atma,,
,,,,,,puz,pozaRIya,fut,pass,,
,,,,,,puz,pozaRIya,fut,pass,,caus
,,,,,,puz,pozayat,pres,para,,caus
,,,,,,puz,pozayamAna,pres,atma,,caus
,,,,,,puz,pozayitavya,fut,pass,,caus
,,,,,,puz,pozayizyat,fut,para,,caus
,,,,,,puz,pozayizyamAna,fut,atma,,
,,,,,,puz,pozayizyamAna,fut,atma,,caus
,,,,,,puz,pozitavat,past,active,,caus
,,,,,,puz,pozita,past,pass,,caus
,,,,,,puz,pozwavya,fut,pass,,
,,,,,,puz,pozyamAna,pres,pass,,caus
,,,,,,puz,pozya,fut,pass,,
,,,,,,puz,pozya,fut,pass,,caus
,,,,,,puz#1,puzya,,,gerund,
,,,,,,puz#1,pozayitum,,,infinitive,caus
,,,,,,puz#1,pozwum,,,infinitive,
,,,,,,puz#1,pozya,,,gerund,caus
,,,,,,puz#1,puzwvA,,,gerund,
,,,,,,puz#1,pozayitvA,,,gerund,caus
,,,,,,puzkara,puzkarAyitum,,,infinitive,
,,,,,,puzkara,puzkarya,,,gerund,
,,,,,,puzkara,puzkarAyitvA,,,gerund,
,,,,,,puzpa,puzpAyitum,,,infinitive,
,,,,,,puzpa,puzpya,,,gerund,
,,,,,,puzpa,puzpyitum,,,infinitive,
,,,,,,puzpa,puzpAyitvA,,,gerund,
,,,,,,puzpa,puzpyitvA,,,gerund,
,,,,,,pyA,pyAtum,,,infinitive,
,,,,,,pyA,pyAya,,,gerund,
,,,,,,pyA,pyAtvA,,,gerund,
,,,,,,qamb,qambanIya,fut,pass,,
,,,,,,qamb,qambayat,pres,para,,
,,,,,,qamb,qambayamAna,pres,atma,,
,,,,,,qamb,qambayitavya,fut,pass,,
,,,,,,qamb,qambayizyat,fut,para,,
,,,,,,qamb,qambayizyamAna,fut,atma,,
,,,,,,qamb,qambitavat,past,active,,
,,,,,,qamb,qambita,past,pass,,
,,,,,,qamb,qambyamAna,pres,pass,,
,,,,,,qamb,qambya,fut,pass,,
,,,,,,qamb,qebmAna,perf,atma,,
,,,,,,qamb,qebmivas,perf,para,,
,,,,,,qamb,qambayitum,,,infinitive,
,,,,,,qamb,qambya,,,gerund,
,,,,,,qamb,qambayitvA,,,gerund,
,,,,,,qI,qayat,pres,para,,
,,,,,,qI,qayanIya,fut,pass,,
,,,,,,qI,qayamAna,pres,atma,,
,,,,,,qI,qayitavya,fut,pass,,
,,,,,,qI,qayizyat,fut,para,,
,,,,,,qI,qayizyamAna,fut,atma,,
,,,,,,qI,qiqIvas,perf,para,,
,,,,,,qI,qiqyAna,perf,atma,,
,,,,,,qI,qInavat,past,active,,
,,,,,,qI,qIna,past,pass,,
,,,,,,qI,qIyat,pres,para,,
,,,,,,qI,qIyamAna,pres,atma,,
,,,,,,qI,qIyamAna,pres,pass,,
,,,,,,qI,qeya,fut,pass,,
,,,,,,qI,qayitum,,,infinitive,
,,,,,,qI,qIya,,,gerund,
,,,,,,qI,qItvA,,,gerund,
,,,,,,rA,rarARa,perf,atma,,
,,,,,,rA,rarivas,perf,para,,
,,,,,,rA,rARa,pres,atma,,
,,,,,,rA,rARIya,fut,pass,,
,,,,,,rA,rAtavat,past,active,,
,,,,,,rA,rAtavya,fut,pass,,
,,,,,,rA,rAta,past,pass,,
,,,,,,rA,rAsyat,fut,para,,
,,,,,,rA,rAsyamAna,fut,atma,,
,,,,,,rA,rIyamAna,pres,pass,,
,,,,,,rA,reya,fut,pass,,
,,,,,,rA#1,rAtum,,,infinitive,
,,,,,,rA#1,rAya,,,gerund,
,,,,,,rA#1,rAtvA,,,gerund,
,,,,,,raB,rapsyat,fut,para,,
,,,,,,raB,rapsyamAna,fut,atma,,
,,,,,,raB,rabDavat,past,active,,
,,,,,,raB,rabDavya,fut,pass,,
,,,,,,raB,rabDa,past,pass,,
,,,,,,raB,raBaRIya,fut,pass,,
,,,,,,raB,raBat,pres,para,,
,,,,,,raB,raBamAna,pres,atma,,
,,,,,,raB,raByamAna,pres,pass,,
,,,,,,raB,raBya,fut,pass,,
,,,,,,raB,reBARa,perf,atma,,
,,,,,,raB,reBivas,perf,para,,
,,,,,,raB,rabDum,,,infinitive,
,,,,,,raB,raBya,,,gerund,
,,,,,,raB,ripsitum,,,infinitive,desid
,,,,,,raB,ripsya,,,gerund,desid
,,,,,,raB,rabDvA,,,gerund,
,,,,,,raB,ripsitvA,,,gerund,desid
,,,,,,rac,racanIya,fut,pass,,
,,,,,,rac,racayat,pres,para,,
,,,,,,rac,racayamAna,pres,atma,,
,,,,,,rac,racayitavya,fut,pass,,
,,,,,,rac,racayizyat,fut,para,,
,,,,,,rac,racayizyamAna,fut,atma,,
,,,,,,rac,racitavat,past,active,,
,,,,,,rac,racita,past,pass,,
,,,,,,rac,racyamAna,pres,pass,,
,,,,,,rac,racya,fut,pass,,
,,,,,,rac,recAna,perf,atma,,
,,,,,,rac,recivas,perf,para,,
,,,,,,rac,racayitum,,,infinitive,
,,,,,,rac,racayya,,,gerund,
,,,,,,rac,racayitvA,,,gerund,
,,,,,,rad,rattavat,past,active,,
,,,,,,rad,rattavya,fut,pass,,
,,,,,,rad,ratta,past,pass,,
,,,,,,rad,ratsyat,fut,para,,
,,,,,,raD,ratsyat,fut,para,,
,,,,,,rad,ratsyamAna,fut,atma,,
,,,,,,raD,ratsyamAna,fut,atma,,
,,,,,,rad,radat,pres,para,,
,,,,,,rad,radanIya,fut,pass,,
,,,,,,rad,radamAna,pres,atma,,
,,,,,,raD,radDavat,past,active,,
,,,,,,raD,radDavya,fut,pass,,
,,,,,,raD,radDa,past,pass,,
,,,,,,rad,radyamAna,pres,pass,,
,,,,,,rad,radya,fut,pass,,
,,,,,,raD,raDanIya,fut,pass,,
,,,,,,raD,raDyat,pres,para,,
,,,,,,raD,raDyamAna,pres,atma,,
,,,,,,raD,raDyamAna,pres,pass,,
,,,,,,raD,raDya,fut,pass,,
,,,,,,raD,ranDanIya,fut,pass,,caus
,,,,,,raD,ranDayat,pres,para,,caus
,,,,,,raD,ranDayamAna,pres,atma,,caus
,,,,,,raD,ranDayitavya,fut,pass,,caus
,,,,,,raD,ranDayizyat,fut,para,,caus
,,,,,,raD,ranDayizyamAna,fut,atma,,
,,,,,,raD,ranDayizyamAna,fut,atma,,caus
,,,,,,raD,ranDitavat,past,active,,caus
,,,,,,raD,ranDita,past,pass,,caus
,,,,,,raD,ranDyamAna,pres,pass,,caus
,,,,,,raD,ranDya,fut,pass,,caus
,,,,,,rAD,rarADAna,perf,atma,,
,,,,,,rAD,rarADvas,perf,para,,
,,,,,,rAD,rAtsyat,fut,para,,
,,,,,,rAD,rAtsyamAna,fut,atma,,
,,,,,,rAD,rAdDavat,past,active,,
,,,,,,rAD,rAdDavya,fut,pass,,
,,,,,,rAD,rAdDa,past,pass,,
,,,,,,rAD,rADanIya,fut,pass,,
,,,,,,rAD,rADanIya,fut,pass,,caus
,,,,,,rAD,rADayat,pres,para,,caus
,,,,,,rAD,rADayamAna,pres,atma,,caus
,,,,,,rAD,rADayitavya,fut,pass,,caus
,,,,,,rAD,rADayizyat,fut,para,,caus
,,,,,,rAD,rADayizyamAna,fut,atma,,
,,,,,,rAD,rADayizyamAna,fut,atma,,caus
,,,,,,rAD,rADitavat,past,active,,caus
,,,,,,rAD,rADita,past,pass,,caus
,,,,,,rAD,rADnuvat,pres,para,,
,,,,,,rAD,rADnvAna,pres,atma,,
,,,,,,rAD,rADyat,pres,para,,
,,,,,,rAD,rADyamAna,pres,atma,,
,,,,,,rAD,rADyamAna,pres,pass,,
,,,,,,rAD,rADyamAna,pres,pass,,caus
,,,,,,rAD,rADya,fut,pass,,
,,,,,,rAD,rADya,fut,pass,,caus
,,,,,,rad,redAna,perf,atma,,
,,,,,,rad,redivas,perf,para,,
,,,,,,raD,reDAna,perf,atma,,
,,,,,,raD,reDivas,perf,para,,
,,,,,,rad,raditum,,,infinitive,
,,,,,,raD,radDum,,,infinitive,
,,,,,,rad,radya,,,gerund,
,,,,,,raD,raDitum,,,infinitive,
,,,,,,raD,raDya,,,gerund,
,,,,,,raD,ranDayitum,,,infinitive,caus
,,,,,,raD,ranDya,,,gerund,caus
,,,,,,rAD,rAdDum,,,infinitive,
,,,,,,rAD,rADayitum,,,infinitive,caus
,,,,,,rAD,rADya,,,gerund,
,,,,,,rAD,rirADayizitum,,,infinitive,desid
,,,,,,rAD,rirADayizya,,,gerund,desid
,,,,,,rad,rattvA,,,gerund,
,,,,,,raD,radDvA,,,gerund,
,,,,,,raD,raDitvA,,,gerund,
,,,,,,raD,ranDayitvA,,,gerund,caus
,,,,,,rAD,rAdDvA,,,gerund,
,,,,,,rAD,rADayitvA,,,gerund,caus
,,,,,,rAD,rirADayizitvA,,,gerund,desid
,,,,,,rah,rahaRIya,fut,pass,,
,,,,,,rah,rahayat,pres,para,,
,,,,,,rah,rahayamAna,pres,atma,,
,,,,,,rah,rahayitavya,fut,pass,,
,,,,,,rah,rahayizyat,fut,para,,
,,,,,,rah,rahayizyamAna,fut,atma,,
,,,,,,rah,rahitavat,past,active,,
,,,,,,rah,rahita,past,pass,,
,,,,,,rah,rahyamAna,pres,pass,,
,,,,,,rah,rahya,fut,pass,,
,,,,,,rah,rehARa,perf,atma,,
,,,,,,rah,rehivas,perf,para,,
,,,,,,rah,rahayitum,,,infinitive,
,,,,,,rah,rahayya,,,gerund,
,,,,,,rah,rahayitvA,,,gerund,
,,,,,,rAj,rarAjAna,perf,atma,,
,,,,,,rAj,rAjat,pres,para,,
,,,,,,rAj,rAjanIya,fut,pass,,
,,,,,,rAj,rAjanIya,fut,pass,,caus
,,,,,,rAj,rAjamAna,pres,atma,,
,,,,,,rAj,rAjayat,pres,para,,caus
,,,,,,rAj,rAjayamAna,pres,atma,,caus
,,,,,,rAj,rAjayitavya,fut,pass,,caus
,,,,,,rAj,rAjayizyat,fut,para,,caus
,,,,,,rAj,rAjayizyamAna,fut,atma,,
,,,,,,rAj,rAjayizyamAna,fut,atma,,caus
,,,,,,rAj,rAjitavat,past,active,,
,,,,,,rAj,rAjitavat,past,active,,caus
,,,,,,rAj,rAjitavya,fut,pass,,
,,,,,,rAj,rAjita,past,pass,,
,,,,,,rAj,rAjita,past,pass,,caus
,,,,,,rAj,rAjizyat,fut,para,,
,,,,,,rAj,rAjizyamAna,fut,atma,,
,,,,,,rAj,rAjyamAna,pres,pass,,
,,,,,,rAj,rAjyamAna,pres,pass,,caus
,,,,,,rAj,rAjya,fut,pass,,
,,,,,,rAj,rAjya,fut,pass,,caus
,,,,,,rAj,rejivas,perf,para,,
,,,,,,rAj#1,rAjayitum,,,infinitive,caus
,,,,,,rAj#1,rAjitum,,,infinitive,
,,,,,,rAj#1,rAjya,,,gerund,
,,,,,,rAj#1,rAjayitvA,,,gerund,caus
,,,,,,rAj#1,rAjitvA,,,gerund,
,,,,,,rAjan,rAjaya,,,gerund,
,,,,,,rAjan,rAjIyitum,,,infinitive,
,,,,,,rAjan,rAjIyitvA,,,gerund,
,,,,,,rakz,rakzaRIya,fut,pass,,
,,,,,,rakz,rakzaRIya,fut,pass,,caus
,,,,,,rakz,rakzat,pres,para,,
,,,,,,rakz,rakzamAna,pres,atma,,
,,,,,,rakz,rakzayat,pres,para,,caus
,,,,,,rakz,rakzayamAna,pres,atma,,caus
,,,,,,rakz,rakzayitavya,fut,pass,,caus
,,,,,,rakz,rakzayizyat,fut,para,,caus
,,,,,,rakz,rakzayizyamAna,fut,atma,,
,,,,,,rakz,rakzayizyamAna,fut,atma,,caus
,,,,,,rakz,rakzitavat,past,active,,
,,,,,,rakz,rakzitavat,past,active,,caus
,,,,,,rakz,rakzitavya,fut,pass,,
,,,,,,rakz,rakzita,past,pass,,
,,,,,,rakz,rakzita,past,pass,,caus
,,,,,,rakz,rakzizyat,fut,para,,
,,,,,,rakz,rakzizyamAna,fut,atma,,
,,,,,,rakz,rakzyamAna,pres,pass,,
,,,,,,rakz,rakzyamAna,pres,pass,,caus
,,,,,,rakz,rakzya,fut,pass,,
,,,,,,rakz,rakzya,fut,pass,,caus
,,,,,,rakz,rirakzizaRIya,fut,pass,,desid
,,,,,,rakz,rirakzizat,pres,para,,desid
,,,,,,rakz,rirakzizitavat,past,active,,desid
,,,,,,rakz,rirakzizita,past,pass,,desid
,,,,,,rakz,ririrakzizvas,perf,para,,desid
,,,,,,rakz,rezkARa,perf,atma,,
,,,,,,rakz,rezkivas,perf,para,,
,,,,,,rakz,rakzayitum,,,infinitive,caus
,,,,,,rakz,rakzitum,,,infinitive,
,,,,,,rakz,rakzya,,,gerund,
,,,,,,rakz,rirakzizitum,,,infinitive,desid
,,,,,,rakz,rirakzizya,,,gerund,desid
,,,,,,rakz,rakzayitvA,,,gerund,caus
,,,,,,rakz,rakzitvA,,,gerund,
,,,,,,rakz,rirakzizitvA,,,gerund,desid
,,,,,,ram,raMsyat,fut,para,,
,,,,,,ram,raMsyamAna,fut,atma,,
,,,,,,ram,ratavat,past,active,,
,,,,,,ram,rata,past,pass,,
,,,,,,ram,rantavya,fut,pass,,
,,,,,,ram,ramaRIya,fut,pass,,
,,,,,,ram,ramaRIya,fut,pass,,caus
,,,,,,ram,ramat,pres,para,,
,,,,,,ram,ramamAna,pres,atma,,
,,,,,,ram,ramayat,pres,para,,caus
,,,,,,ram,ramayamAna,pres,atma,,caus
,,,,,,ram,ramayitavya,fut,pass,,caus
,,,,,,ram,ramayizyat,fut,para,,caus
,,,,,,ram,ramayizyamAna,fut,atma,,
,,,,,,ram,ramayizyamAna,fut,atma,,caus
,,,,,,ram,ramitavat,past,active,,caus
,,,,,,ram,ramita,past,pass,,caus
,,,,,,ram,ramyamAna,pres,pass,,
,,,,,,ram,ramyamAna,pres,pass,,caus
,,,,,,ram,ramya,fut,pass,,
,,,,,,ram,ramya,fut,pass,,caus
,,,,,,ram,rAmaRIya,fut,pass,,caus
,,,,,,ram,rAmayat,pres,para,,caus
,,,,,,ram,rAmayamAna,pres,atma,,caus
,,,,,,ram,rAmayitavya,fut,pass,,caus
,,,,,,ram,rAmayizyat,fut,para,,caus
,,,,,,ram,rAmayizyamAna,fut,atma,,
,,,,,,ram,rAmayizyamAna,fut,atma,,caus
,,,,,,ram,rAmitavat,past,active,,caus
,,,,,,ram,rAmita,past,pass,,caus
,,,,,,ram,rAmyamAna,pres,pass,,caus
,,,,,,ram,rAmya,fut,pass,,caus
,,,,,,ram,riraMsamAna,pres,atma,,desid
,,,,,,ram,riraMsitavat,past,active,,desid
,,,,,,ram,riraMsita,past,pass,,desid
,,,,,,ram,ririraMsAna,perf,atma,,desid
,,,,,,ram,remARa,perf,atma,,
,,,,,,ram,remivas,perf,para,,
,,,,,,ram,rantum,,,infinitive,
,,,,,,ram,ramayitum,,,infinitive,caus
,,,,,,ram,ramitum,,,infinitive,
,,,,,,ram,ramya,,,gerund,caus
,,,,,,ram,raya,,,gerund,
,,,,,,ram,rAmayitum,,,infinitive,caus
,,,,,,ram,rAmya,,,gerund,caus
,,,,,,ram,riraMsitum,,,infinitive,desid
,,,,,,ram,riraMsya,,,gerund,desid
,,,,,,ram,ratvA,,,gerund,
,,,,,,ram,ramayitvA,,,gerund,caus
,,,,,,ram,ramitvA,,,gerund,
,,,,,,ram,rAmayitvA,,,gerund,caus
,,,,,,ram,riraMsitvA,,,gerund,desid
,,,,,,raMh,raMkzyat,fut,para,,
,,,,,,raMh,raMkzyamAna,fut,atma,,
,,,,,,raMh,raMQavya,fut,pass,,
,,,,,,raMh,raMhaRIya,fut,pass,,
,,,,,,raMh,raMhat,pres,para,,
,,,,,,raMh,raMhamAna,pres,atma,,
,,,,,,raMh,raMhitavat,past,active,,
,,,,,,raMh,raMhita,past,pass,,
,,,,,,raMh,raMhyamAna,pres,pass,,
,,,,,,raMh,raMhya,fut,pass,,
,,,,,,raMh,raraMhARa,perf,atma,,
,,,,,,raMh,raraMhvas,perf,para,,
,,,,,,raMh,raMhitum,,,infinitive,
,,,,,,raMh,raMhya,,,gerund,
,,,,,,raMh,raMhitvA,,,gerund,
,,,,,,raR,raRat,pres,para,,
,,,,,,raR,raRanIya,fut,pass,,
,,,,,,raR,raRamAna,pres,atma,,
,,,,,,raR,raRitavat,past,active,,
,,,,,,raR,raRita,past,pass,,
,,,,,,raR,raRtavya,fut,pass,,
,,,,,,raR,raRyamAna,pres,pass,,
,,,,,,raR,raRya,fut,pass,,
,,,,,,raR,raRsyat,fut,para,,
,,,,,,raR,raRsyamAna,fut,atma,,
,,,,,,raR,reRAna,perf,atma,,
,,,,,,raR,reRivas,perf,para,,
,,,,,,raR,raRitum,,,infinitive,
,,,,,,raR,raRya,,,gerund,
,,,,,,raR,raRitvA,,,gerund,
,,,,,,rasa,rasayitum,,,infinitive,
,,,,,,rasa,rasya,,,gerund,
,,,,,,rasa,rasayitvA,,,gerund,
,,,,,,raTakAma,raTakAmya,,,gerund,
,,,,,,raTakAma,raTakAmyitum,,,infinitive,
,,,,,,raTakAma,raTakAmyitvA,,,gerund,
,,,,,,raYj,raktavat,past,active,,
,,,,,,raYj,rakta,past,pass,,
,,,,,,raYj,raNktavya,fut,pass,,
,,,,,,raYj,raNkzyat,fut,para,,
,,,,,,raYj,raNkzyamAna,fut,atma,,
,,,,,,raYj,rajyat,pres,para,,
,,,,,,raYj,rajyamAna,pres,atma,,
,,,,,,raYj,rajyamAna,pres,pass,,
,,,,,,raYj,raYjanIya,fut,pass,,
,,,,,,raYj,raYjanIya,fut,pass,,caus
,,,,,,raYj,raYjayat,pres,para,,caus
,,,,,,raYj,raYjayamAna,pres,atma,,caus
,,,,,,raYj,raYjayitavya,fut,pass,,caus
,,,,,,raYj,raYjayizyat,fut,para,,caus
,,,,,,raYj,raYjayizyamAna,fut,atma,,
,,,,,,raYj,raYjayizyamAna,fut,atma,,caus
,,,,,,raYj,raYjitavat,past,active,,caus
,,,,,,raYj,raYjita,past,pass,,caus
,,,,,,raYj,raYjyamAna,pres,pass,,caus
,,,,,,raYj,raYjya,fut,pass,,
,,,,,,raYj,raYjya,fut,pass,,caus
,,,,,,raYj,rejYAna,perf,atma,,
,,,,,,raYj,rejYivas,perf,para,,
,,,,,,raYj,raNktum,,,infinitive,
,,,,,,raYj,rajya,,,gerund,
,,,,,,raYj,raYjayitum,,,infinitive,caus
,,,,,,raYj,raYjya,,,gerund,caus
,,,,,,raYj,raktvA,,,gerund,
,,,,,,raYj,raYjayitvA,,,gerund,caus
,,,,,,raYj,raYjitvA,,,gerund,
,,,,,,ri,rayaRIya,fut,pass,,
,,,,,,ri,riRat,pres,para,,
,,,,,,ri,riRAna,pres,atma,,
,,,,,,ri,riyat,pres,para,,
,,,,,,ri,riyamAna,pres,atma,,
,,,,,,ri,ririvas,perf,para,,
,,,,,,ri,riryARa,perf,atma,,
,,,,,,ri,rIRavat,past,active,,
,,,,,,ri,rIRa,past,pass,,
,,,,,,ri,rIyamAna,pres,pass,,
,,,,,,ri,retavya,fut,pass,,
,,,,,,ri,reya,fut,pass,,
,,,,,,ri,rezyat,fut,para,,
,,,,,,ri,rezyamAna,fut,atma,,
,,,,,,ri,rIya,,,gerund,
,,,,,,ri,retum,,,infinitive,
,,,,,,ri,rItvA,,,gerund,
,,,,,,ric,riktavat,past,active,,
,,,,,,ric,rikta,past,pass,,
,,,,,,ric,ricyat,pres,para,,
,,,,,,ric,ricyamAna,pres,atma,,
,,,,,,ric,ricyamAna,pres,pass,,
,,,,,,ric,riYcat,pres,para,,
,,,,,,ric,riYcAna,pres,atma,,
,,,,,,ric,riricAna,perf,atma,,
,,,,,,ric,riricvas,perf,para,,
,,,,,,ric,rektavya,fut,pass,,
,,,,,,ric,rekzyat,fut,para,,
,,,,,,ric,rekzyamAna,fut,atma,,
,,,,,,ric,recanIya,fut,pass,,
,,,,,,ric,recanIya,fut,pass,,caus
,,,,,,ric,recayat,pres,para,,caus
,,,,,,ric,recayamAna,pres,atma,,caus
,,,,,,ric,recayitavya,fut,pass,,caus
,,,,,,ric,recayizyat,fut,para,,caus
,,,,,,ric,recayizyamAna,fut,atma,,
,,,,,,ric,recayizyamAna,fut,atma,,caus
,,,,,,ric,recitavat,past,active,,caus
,,,,,,ric,recita,past,pass,,caus
,,,,,,ric,recyamAna,pres,pass,,caus
,,,,,,ric,recya,fut,pass,,
,,,,,,ric,recya,fut,pass,,caus
,,,,,,ric,ricya,,,gerund,
,,,,,,ric,rektum,,,infinitive,
,,,,,,ric,recayitum,,,infinitive,caus
,,,,,,ric,recya,,,gerund,caus
,,,,,,ric,riktvA,,,gerund,
,,,,,,ric,recayitvA,,,gerund,caus
,,,,,,riz,ririzARa,perf,atma,,
,,,,,,riz,ririzvas,perf,para,,
,,,,,,riz,rizwavat,past,active,,
,,,,,,riz,rizwa,past,pass,,
,,,,,,riz,rizyat,pres,para,,
,,,,,,riz,rizyamAna,pres,atma,,
,,,,,,riz,rizyamAna,pres,pass,,
,,,,,,riz,rekzyat,fut,para,,
,,,,,,riz,rekzyamAna,fut,atma,,
,,,,,,riz,rezaRIya,fut,pass,,
,,,,,,riz,rezaRIya,fut,pass,,caus
,,,,,,riz,rezayat,pres,para,,caus
,,,,,,riz,rezayamAna,pres,atma,,caus
,,,,,,riz,rezayitavya,fut,pass,,caus
,,,,,,riz,rezayizyat,fut,para,,caus
,,,,,,riz,rezayizyamAna,fut,atma,,
,,,,,,riz,rezayizyamAna,fut,atma,,caus
,,,,,,riz,rezitavat,past,active,,caus
,,,,,,riz,rezita,past,pass,,caus
,,,,,,riz,rezwavya,fut,pass,,
,,,,,,riz,rezyamAna,pres,pass,,caus
,,,,,,riz,rezya,fut,pass,,
,,,,,,riz,rezya,fut,pass,,caus
,,,,,,riz,rizya,,,gerund,
,,,,,,riz,rezayitum,,,infinitive,caus
,,,,,,riz,rezitum,,,infinitive,
,,,,,,riz,rezwum,,,infinitive,
,,,,,,riz,rezya,,,gerund,caus
,,,,,,riz,rizitvA,,,gerund,
,,,,,,riz,rizwvA,,,gerund,
,,,,,,riz,rezayitvA,,,gerund,caus
,,,,,,riz,rezitvA,,,gerund,
,,,,,,romanTa,romanTAyitum,,,infinitive,
,,,,,,romanTa,romanTya,,,gerund,
,,,,,,romanTa,romanTAyitvA,,,gerund,
,,,,,,ru,ravaRIya,fut,pass,,
,,,,,,ru,ravitavya,fut,pass,,
,,,,,,ru,ravizyat,fut,para,,
,,,,,,ru,ravizyamAna,fut,atma,,
,,,,,,ru,rutavat,past,active,,
,,,,,,ru,ruta,past,pass,,
,,,,,,ru,ruruvas,perf,para,,
,,,,,,ru,rurvARa,perf,atma,,
,,,,,,ru,ruvat,pres,para,,
,,,,,,ru,ruvARa,pres,atma,,
,,,,,,ru,rUyamAna,pres,pass,,
,,,,,,ru,roya,fut,pass,,
,,,,,,ru,rorUyamAna,pres,atma,,intens
,,,,,,ru,ravitum,,,infinitive,
,,,,,,ru,rutya,,,gerund,
,,,,,,ru,rutvA,,,gerund,
,,,,,,ruc,rucitavat,past,active,,
,,,,,,ruc,rucita,past,pass,,
,,,,,,ruc,rurucAna,perf,atma,,
,,,,,,ruc,rurucvas,perf,para,,
,,,,,,ruc,rocat,pres,para,,
,,,,,,ruc,rocanIya,fut,pass,,caus
,,,,,,ruc,rocamAna,pres,atma,,
,,,,,,ruc,rocayat,pres,para,,caus
,,,,,,ruc,rocayamAna,pres,atma,,caus
,,,,,,ruc,rocayizyat,fut,para,,caus
,,,,,,ruc,rocayizyamAna,fut,atma,,
,,,,,,ruc,rocayizyamAna,fut,atma,,caus
,,,,,,ruc,rocitavat,past,active,,caus
,,,,,,ruc,rocita,past,pass,,caus
,,,,,,ruc,rocizyat,fut,para,,
,,,,,,ruc,rocizyamAna,fut,atma,,
,,,,,,ruc,rocyamAna,pres,pass,,caus
,,,,,,ruc,rocya,fut,pass,,caus
,,,,,,ruc#1,rucya,,,gerund,
,,,,,,ruc#1,rocayitum,,,infinitive,caus
,,,,,,ruc#1,rocitum,,,infinitive,
,,,,,,ruc#1,rocya,,,gerund,caus
,,,,,,ruc#1,rucitvA,,,gerund,
,,,,,,ruc#1,rocayitvA,,,gerund,caus
,,,,,,ruc#1,rocitvA,,,gerund,
,,,,,,rud,rudat,pres,para,,
,,,,,,rud,rudat,pres,para,,
,,,,,,rud,ruditavat,past,active,,
,,,,,,rud,rudita,past,pass,,
,,,,,,ruD,rudDavat,past,active,,
,,,,,,ruD,rudDavat,past,active,,
,,,,,,ruD,rudDa,past,pass,,
