form,root,hom,class,person,number,mode,voice,modification 
trasyema,tras,2,4,1,p,opt,para,
trasyemahi,tras,2,,1,p,opt,pass,
trasyeya,tras,2,,1,s,opt,pass,
trasyeyam,tras,2,4,1,s,opt,para,
trasyeyAtAm,tras,2,,3,d,opt,pass,
trasyeyATAm,tras,2,,2,d,opt,pass,
trasyeyur,tras,2,4,3,p,opt,para,
trasyeran,tras,2,,3,p,opt,pass,
trasyeva,tras,2,4,1,d,opt,para,
trasyevahi,tras,2,,1,d,opt,pass,
trasyes,tras,2,4,2,s,opt,para,
trasyE,tras,2,,1,s,impv,pass,
trAtA,trE,,,3,s,pfut,para,
trAtAras,trE,,,3,p,pfut,para,
trAtArO,trE,,,3,d,pfut,para,
trAtAsi,trE,,,2,s,pfut,para,
trAtAsTa,trE,,,2,p,pfut,para,
trAtAsTas,trE,,,2,d,pfut,para,
trAtAsmas,trE,,,1,p,pfut,para,
trAtAsmi,trE,,,1,s,pfut,para,
trAtAsvas,trE,,,1,d,pfut,para,
trAyatAm,trE,,1,3,s,impv,atma,
trAyate,trE,,1,3,s,pres,atma,
trAyaDvam,trE,,1,2,p,impv,atma,
trAyaDve,trE,,1,2,p,pres,atma,
trAyantAm,trE,,1,3,p,impv,atma,
trAyante,trE,,1,3,p,pres,atma,
trAyase,trE,,1,2,s,pres,atma,
trAyasva,trE,,1,2,s,impv,atma,
trAyAmahe,trE,,1,1,p,pres,atma,
trAyAmahE,trE,,1,1,p,impv,atma,
trAyAvahe,trE,,1,1,d,pres,atma,
trAyAvahE,trE,,1,1,d,impv,atma,
trAye,trE,,1,1,s,pres,atma,
trAyeta,trE,,1,3,s,opt,atma,
trAyetAm,trE,,1,3,d,impv,atma,
trAyete,trE,,1,3,d,pres,atma,
trAyeTAm,trE,,1,2,d,impv,atma,
trAyeTAs,trE,,1,2,s,opt,atma,
trAyeTe,trE,,1,2,d,pres,atma,
trAyeDvam,trE,,1,2,p,opt,atma,
trAyemahi,trE,,1,1,p,opt,atma,
trAyeya,trE,,1,1,s,opt,atma,
trAyeyAtAm,trE,,1,3,d,opt,atma,
trAyeyATAm,trE,,1,2,d,opt,atma,
trAyeran,trE,,1,3,p,opt,atma,
trAyevahi,trE,,1,1,d,opt,atma,
trAyE,trE,,1,1,s,impv,atma,
trAsaya,tras,2,,2,s,impv,para,caus
trAsayata,tras,2,,2,p,impv,para,caus
trAsayatam,tras,2,,2,d,impv,para,caus
trAsayatas,tras,2,,3,d,pres,para,caus
trAsayatAm,tras,2,,3,s,impv,atma,caus
trAsayati,tras,2,,3,s,pres,para,caus
trAsayatu,tras,2,,3,s,impv,para,caus
trAsayate,tras,2,,3,s,pres,atma,caus
trAsayaTa,tras,2,,2,p,pres,para,caus
trAsayaTas,tras,2,,2,d,pres,para,caus
trAsayaDvam,tras,2,,2,p,impv,atma,caus
trAsayaDve,tras,2,,2,p,pres,atma,caus
trAsayantAm,tras,2,,3,p,impv,atma,caus
trAsayanti,tras,2,,3,p,pres,para,caus
trAsayantu,tras,2,,3,p,impv,para,caus
trAsayante,tras,2,,3,p,pres,atma,caus
trAsayasi,tras,2,,2,s,pres,para,caus
trAsayase,tras,2,,2,s,pres,atma,caus
trAsayasva,tras,2,,2,s,impv,atma,caus
trAsayAni,tras,2,,1,s,impv,para,caus
trAsayAma,tras,2,,1,p,impv,para,caus
trAsayAmas,tras,2,,1,p,pres,para,caus
trAsayAmahe,tras,2,,1,p,pres,atma,caus
trAsayAmahE,tras,2,,1,p,impv,atma,caus
trAsayAmi,tras,2,,1,s,pres,para,caus
trAsayAva,tras,2,,1,d,impv,para,caus
trAsayAvas,tras,2,,1,d,pres,para,caus
trAsayAvahe,tras,2,,1,d,pres,atma,caus
trAsayAvahE,tras,2,,1,d,impv,atma,caus
trAsayitA,tras,2,,3,s,pfut,para,caus
trAsayitAras,tras,2,,3,p,pfut,para,caus
trAsayitArO,tras,2,,3,d,pfut,para,caus
trAsayitAsi,tras,2,,2,s,pfut,para,caus
trAsayitAsTa,tras,2,,2,p,pfut,para,caus
trAsayitAsTas,tras,2,,2,d,pfut,para,caus
trAsayitAsmas,tras,2,,1,p,pfut,para,caus
trAsayitAsmi,tras,2,,1,s,pfut,para,caus
trAsayitAsvas,tras,2,,1,d,pfut,para,caus
trAsayizyatas,tras,2,,3,d,sfut,para,caus
trAsayizyati,tras,2,,3,s,sfut,para,caus
trAsayizyate,tras,2,,3,s,sfut,atma,caus
trAsayizyaTa,tras,2,,2,p,sfut,para,caus
trAsayizyaTas,tras,2,,2,d,sfut,para,caus
trAsayizyaDve,tras,2,,2,p,sfut,atma,caus
trAsayizyanti,tras,2,,3,p,sfut,para,caus
trAsayizyante,tras,2,,3,p,sfut,atma,caus
trAsayizyasi,tras,2,,2,s,sfut,para,caus
trAsayizyase,tras,2,,2,s,sfut,atma,caus
trAsayizyAmas,tras,2,,1,p,sfut,para,caus
trAsayizyAmahe,tras,2,,1,p,sfut,atma,caus
trAsayizyAmi,tras,2,,1,s,sfut,para,caus
trAsayizyAvas,tras,2,,1,d,sfut,para,caus
trAsayizyAvahe,tras,2,,1,d,sfut,atma,caus
trAsayizye,tras,2,,1,s,sfut,atma,caus
trAsayizyete,tras,2,,3,d,sfut,atma,caus
trAsayizyeTe,tras,2,,2,d,sfut,atma,caus
trAsaye,tras,2,,1,s,pres,atma,caus
trAsayet,tras,2,,3,s,opt,para,caus
trAsayeta,tras,2,,3,s,opt,atma,caus
trAsayetam,tras,2,,2,d,opt,para,caus
trAsayetAm,tras,2,,3,d,impv,atma,caus
trAsayete,tras,2,,3,d,pres,atma,caus
trAsayeTAm,tras,2,,2,d,impv,atma,caus
trAsayeTAs,tras,2,,2,s,opt,atma,caus
trAsayeTe,tras,2,,2,d,pres,atma,caus
trAsayeDvam,tras,2,,2,p,opt,atma,caus
trAsayema,tras,2,,1,p,opt,para,caus
trAsayemahi,tras,2,,1,p,opt,atma,caus
trAsayeya,tras,2,,1,s,opt,atma,caus
trAsayeyam,tras,2,,1,s,opt,para,caus
trAsayeyAtAm,tras,2,,3,d,opt,atma,caus
trAsayeyATAm,tras,2,,2,d,opt,atma,caus
trAsayeyur,tras,2,,3,p,opt,para,caus
trAsayeran,tras,2,,3,p,opt,atma,caus
trAsayeva,tras,2,,1,d,opt,para,caus
trAsayevahi,tras,2,,1,d,opt,atma,caus
trAsayes,tras,2,,2,s,opt,para,caus
trAsayE,tras,2,,1,s,impv,atma,caus
trAsyatAm,tras,2,,3,s,impv,pass,caus
trAsyate,tras,2,,3,s,pres,pass,caus
trAsyaDvam,tras,2,,2,p,impv,pass,caus
trAsyaDve,tras,2,,2,p,pres,pass,caus
trAsyantAm,tras,2,,3,p,impv,pass,caus
trAsyante,tras,2,,3,p,pres,pass,caus
trAsyase,tras,2,,2,s,pres,pass,caus
trAsyasva,tras,2,,2,s,impv,pass,caus
trAsyAmahe,tras,2,,1,p,pres,pass,caus
trAsyAmahE,tras,2,,1,p,impv,pass,caus
trAsyAvahe,tras,2,,1,d,pres,pass,caus
trAsyAvahE,tras,2,,1,d,impv,pass,caus
trAsye,tras,2,,1,s,pres,pass,caus
trAsyeta,tras,2,,3,s,opt,pass,caus
trAsyetAm,tras,2,,3,d,impv,pass,caus
trAsyete,tras,2,,3,d,pres,pass,caus
trAsyeTAm,tras,2,,2,d,impv,pass,caus
trAsyeTAs,tras,2,,2,s,opt,pass,caus
trAsyeTe,tras,2,,2,d,pres,pass,caus
trAsyeDvam,tras,2,,2,p,opt,pass,caus
trAsyemahi,tras,2,,1,p,opt,pass,caus
trAsyeya,tras,2,,1,s,opt,pass,caus
trAsyeyAtAm,tras,2,,3,d,opt,pass,caus
trAsyeyATAm,tras,2,,2,d,opt,pass,caus
trAsyeran,tras,2,,3,p,opt,pass,caus
trAsyevahi,tras,2,,1,d,opt,pass,caus
trAsyE,tras,2,,1,s,impv,pass,caus
trIyatAm,trE,,,3,s,impv,pass,
trIyate,trE,,,3,s,pres,pass,
trIyaDvam,trE,,,2,p,impv,pass,
trIyaDve,trE,,,2,p,pres,pass,
trIyantAm,trE,,,3,p,impv,pass,
trIyante,trE,,,3,p,pres,pass,
trIyase,trE,,,2,s,pres,pass,
trIyasva,trE,,,2,s,impv,pass,
trIyAmahe,trE,,,1,p,pres,pass,
trIyAmahE,trE,,,1,p,impv,pass,
trIyAvahe,trE,,,1,d,pres,pass,
trIyAvahE,trE,,,1,d,impv,pass,
trIye,trE,,,1,s,pres,pass,
trIyeta,trE,,,3,s,opt,pass,
trIyetAm,trE,,,3,d,impv,pass,
trIyete,trE,,,3,d,pres,pass,
trIyeTAm,trE,,,2,d,impv,pass,
trIyeTAs,trE,,,2,s,opt,pass,
trIyeTe,trE,,,2,d,pres,pass,
trIyeDvam,trE,,,2,p,opt,pass,
trIyemahi,trE,,,1,p,opt,pass,
trIyeya,trE,,,1,s,opt,pass,
trIyeyAtAm,trE,,,3,d,opt,pass,
trIyeyATAm,trE,,,2,d,opt,pass,
trIyeran,trE,,,3,p,opt,pass,
trIyevahi,trE,,,1,d,opt,pass,
trIyE,trE,,,1,s,impv,pass,
truwa,truw,,6,2,s,impv,para,
truwata,truw,,6,2,p,impv,para,
truwatam,truw,,6,2,d,impv,para,
truwatas,truw,,6,3,d,pres,para,
truwatAm,truw,,6,3,d,impv,para,
truwati,truw,,6,3,s,pres,para,
truwatu,truw,,6,3,s,impv,para,
truwaTa,truw,,6,2,p,pres,para,
truwaTas,truw,,6,2,d,pres,para,
truwanti,truw,,6,3,p,pres,para,
truwantu,truw,,6,3,p,impv,para,
truwasi,truw,,6,2,s,pres,para,
truwAni,truw,,6,1,s,impv,para,
truwAma,truw,,6,1,p,impv,para,
truwAmas,truw,,6,1,p,pres,para,
truwAmi,truw,,6,1,s,pres,para,
truwAva,truw,,6,1,d,impv,para,
truwAvas,truw,,6,1,d,pres,para,
truwet,truw,,6,3,s,opt,para,
truweta,truw,,6,2,p,opt,para,
truwetam,truw,,6,2,d,opt,para,
truwetAm,truw,,6,3,d,opt,para,
truwema,truw,,6,1,p,opt,para,
truweyam,truw,,6,1,s,opt,para,
truweyur,truw,,6,3,p,opt,para,
truweva,truw,,6,1,d,opt,para,
truwes,truw,,6,2,s,opt,para,
truwyatAm,truw,,,3,s,impv,pass,
truwyate,truw,,,3,s,pres,pass,
truwyaDvam,truw,,,2,p,impv,pass,
truwyaDve,truw,,,2,p,pres,pass,
truwyantAm,truw,,,3,p,impv,pass,
truwyante,truw,,,3,p,pres,pass,
truwyase,truw,,,2,s,pres,pass,
truwyasva,truw,,,2,s,impv,pass,
truwyAmahe,truw,,,1,p,pres,pass,
truwyAmahE,truw,,,1,p,impv,pass,
truwyAvahe,truw,,,1,d,pres,pass,
truwyAvahE,truw,,,1,d,impv,pass,
truwye,truw,,,1,s,pres,pass,
truwyeta,truw,,,3,s,opt,pass,
truwyetAm,truw,,,3,d,impv,pass,
truwyete,truw,,,3,d,pres,pass,
truwyeTAm,truw,,,2,d,impv,pass,
truwyeTAs,truw,,,2,s,opt,pass,
truwyeTe,truw,,,2,d,pres,pass,
truwyeDvam,truw,,,2,p,opt,pass,
truwyemahi,truw,,,1,p,opt,pass,
truwyeya,truw,,,1,s,opt,pass,
truwyeyAtAm,truw,,,3,d,opt,pass,
truwyeyATAm,truw,,,2,d,opt,pass,
truwyeran,truw,,,3,p,opt,pass,
truwyevahi,truw,,,1,d,opt,pass,
truwyE,truw,,,1,s,impv,pass,
trEzyate,trE,,,3,s,sfut,atma,
trEzyaDve,trE,,,2,p,sfut,atma,
trEzyante,trE,,,3,p,sfut,atma,
trEzyase,trE,,,2,s,sfut,atma,
trEzyAmahe,trE,,,1,p,sfut,atma,
trEzyAvahe,trE,,,1,d,sfut,atma,
trEzye,trE,,,1,s,sfut,atma,
trEzyete,trE,,,3,d,sfut,atma,
trEzyeTe,trE,,,2,d,sfut,atma,
trowaya,truw,,,2,s,impv,para,caus
trowayata,truw,,,2,p,impv,para,caus
trowayatam,truw,,,2,d,impv,para,caus
trowayatas,truw,,,3,d,pres,para,caus
trowayatAm,truw,,,3,s,impv,atma,caus
trowayati,truw,,,3,s,pres,para,caus
trowayatu,truw,,,3,s,impv,para,caus
trowayate,truw,,,3,s,pres,atma,caus
trowayaTa,truw,,,2,p,pres,para,caus
trowayaTas,truw,,,2,d,pres,para,caus
trowayaDvam,truw,,,2,p,impv,atma,caus
trowayaDve,truw,,,2,p,pres,atma,caus
trowayantAm,truw,,,3,p,impv,atma,caus
trowayanti,truw,,,3,p,pres,para,caus
trowayantu,truw,,,3,p,impv,para,caus
trowayante,truw,,,3,p,pres,atma,caus
trowayasi,truw,,,2,s,pres,para,caus
trowayase,truw,,,2,s,pres,atma,caus
trowayasva,truw,,,2,s,impv,atma,caus
trowayAni,truw,,,1,s,impv,para,caus
trowayAma,truw,,,1,p,impv,para,caus
trowayAmas,truw,,,1,p,pres,para,caus
trowayAmahe,truw,,,1,p,pres,atma,caus
trowayAmahE,truw,,,1,p,impv,atma,caus
trowayAmi,truw,,,1,s,pres,para,caus
trowayAva,truw,,,1,d,impv,para,caus
trowayAvas,truw,,,1,d,pres,para,caus
trowayAvahe,truw,,,1,d,pres,atma,caus
trowayAvahE,truw,,,1,d,impv,atma,caus
trowayitA,truw,,,3,s,pfut,para,caus
trowayitAras,truw,,,3,p,pfut,para,caus
trowayitArO,truw,,,3,d,pfut,para,caus
trowayitAsi,truw,,,2,s,pfut,para,caus
trowayitAsTa,truw,,,2,p,pfut,para,caus
trowayitAsTas,truw,,,2,d,pfut,para,caus
trowayitAsmas,truw,,,1,p,pfut,para,caus
trowayitAsmi,truw,,,1,s,pfut,para,caus
trowayitAsvas,truw,,,1,d,pfut,para,caus
trowayizyatas,truw,,,3,d,sfut,para,caus
trowayizyati,truw,,,3,s,sfut,para,caus
trowayizyate,truw,,,3,s,sfut,atma,caus
trowayizyaTa,truw,,,2,p,sfut,para,caus
trowayizyaTas,truw,,,2,d,sfut,para,caus
trowayizyaDve,truw,,,2,p,sfut,atma,caus
trowayizyanti,truw,,,3,p,sfut,para,caus
trowayizyante,truw,,,3,p,sfut,atma,caus
trowayizyasi,truw,,,2,s,sfut,para,caus
trowayizyase,truw,,,2,s,sfut,atma,caus
trowayizyAmas,truw,,,1,p,sfut,para,caus
trowayizyAmahe,truw,,,1,p,sfut,atma,caus
trowayizyAmi,truw,,,1,s,sfut,para,caus
trowayizyAvas,truw,,,1,d,sfut,para,caus
trowayizyAvahe,truw,,,1,d,sfut,atma,caus
trowayizye,truw,,,1,s,sfut,atma,caus
trowayizyete,truw,,,3,d,sfut,atma,caus
trowayizyeTe,truw,,,2,d,sfut,atma,caus
trowaye,truw,,,1,s,pres,atma,caus
trowayet,truw,,,3,s,opt,para,caus
trowayeta,truw,,,3,s,opt,atma,caus
trowayetam,truw,,,2,d,opt,para,caus
trowayetAm,truw,,,3,d,impv,atma,caus
trowayete,truw,,,3,d,pres,atma,caus
trowayeTAm,truw,,,2,d,impv,atma,caus
trowayeTAs,truw,,,2,s,opt,atma,caus
trowayeTe,truw,,,2,d,pres,atma,caus
trowayeDvam,truw,,,2,p,opt,atma,caus
trowayema,truw,,,1,p,opt,para,caus
trowayemahi,truw,,,1,p,opt,atma,caus
trowayeya,truw,,,1,s,opt,atma,caus
trowayeyam,truw,,,1,s,opt,para,caus
trowayeyAtAm,truw,,,3,d,opt,atma,caus
trowayeyATAm,truw,,,2,d,opt,atma,caus
trowayeyur,truw,,,3,p,opt,para,caus
trowayeran,truw,,,3,p,opt,atma,caus
trowayeva,truw,,,1,d,opt,para,caus
trowayevahi,truw,,,1,d,opt,atma,caus
trowayes,truw,,,2,s,opt,para,caus
trowayE,truw,,,1,s,impv,atma,caus
trowitA,truw,,,3,s,pfut,para,
trowitAras,truw,,,3,p,pfut,para,
trowitArO,truw,,,3,d,pfut,para,
trowitAsi,truw,,,2,s,pfut,para,
trowitAsTa,truw,,,2,p,pfut,para,
trowitAsTas,truw,,,2,d,pfut,para,
trowitAsmas,truw,,,1,p,pfut,para,
trowitAsmi,truw,,,1,s,pfut,para,
trowitAsvas,truw,,,1,d,pfut,para,
trowizyatas,truw,,,3,d,sfut,para,
trowizyati,truw,,,3,s,sfut,para,
trowizyaTa,truw,,,2,p,sfut,para,
trowizyaTas,truw,,,2,d,sfut,para,
trowizyanti,truw,,,3,p,sfut,para,
trowizyasi,truw,,,2,s,sfut,para,
trowizyAmas,truw,,,1,p,sfut,para,
trowizyAmi,truw,,,1,s,sfut,para,
trowizyAvas,truw,,,1,d,sfut,para,
trowyatAm,truw,,,3,s,impv,pass,caus
trowyate,truw,,,3,s,pres,pass,caus
trowyaDvam,truw,,,2,p,impv,pass,caus
trowyaDve,truw,,,2,p,pres,pass,caus
trowyantAm,truw,,,3,p,impv,pass,caus
trowyante,truw,,,3,p,pres,pass,caus
trowyase,truw,,,2,s,pres,pass,caus
trowyasva,truw,,,2,s,impv,pass,caus
trowyAmahe,truw,,,1,p,pres,pass,caus
trowyAmahE,truw,,,1,p,impv,pass,caus
trowyAvahe,truw,,,1,d,pres,pass,caus
trowyAvahE,truw,,,1,d,impv,pass,caus
trowye,truw,,,1,s,pres,pass,caus
trowyeta,truw,,,3,s,opt,pass,caus
trowyetAm,truw,,,3,d,impv,pass,caus
trowyete,truw,,,3,d,pres,pass,caus
trowyeTAm,truw,,,2,d,impv,pass,caus
trowyeTAs,truw,,,2,s,opt,pass,caus
trowyeTe,truw,,,2,d,pres,pass,caus
trowyeDvam,truw,,,2,p,opt,pass,caus
trowyemahi,truw,,,1,p,opt,pass,caus
trowyeya,truw,,,1,s,opt,pass,caus
trowyeyAtAm,truw,,,3,d,opt,pass,caus
trowyeyATAm,truw,,,2,d,opt,pass,caus
trowyeran,truw,,,3,p,opt,pass,caus
trowyevahi,truw,,,1,d,opt,pass,caus
trowyE,truw,,,1,s,impv,pass,caus
tvakza,tvakz,,1,2,s,impv,para,
tvakzata,tvakz,,1,2,p,impv,para,
tvakzatam,tvakz,,1,2,d,impv,para,
tvakzatas,tvakz,,1,3,d,pres,para,
tvakzatAm,tvakz,,1,3,d,impv,para,
tvakzati,tvakz,,1,3,s,pres,para,
tvakzatu,tvakz,,1,3,s,impv,para,
tvakzaTa,tvakz,,1,2,p,pres,para,
tvakzaTas,tvakz,,1,2,d,pres,para,
tvakzanti,tvakz,,1,3,p,pres,para,
tvakzantu,tvakz,,1,3,p,impv,para,
tvakzasi,tvakz,,1,2,s,pres,para,
tvakzARi,tvakz,,1,1,s,impv,para,
tvakzAma,tvakz,,1,1,p,impv,para,
tvakzAmas,tvakz,,1,1,p,pres,para,
tvakzAmi,tvakz,,1,1,s,pres,para,
tvakzAva,tvakz,,1,1,d,impv,para,
tvakzAvas,tvakz,,1,1,d,pres,para,
tvakzitA,tvakz,,,3,s,pfut,para,
tvakzitAras,tvakz,,,3,p,pfut,para,
tvakzitArO,tvakz,,,3,d,pfut,para,
tvakzitAsi,tvakz,,,2,s,pfut,para,
tvakzitAsTa,tvakz,,,2,p,pfut,para,
tvakzitAsTas,tvakz,,,2,d,pfut,para,
tvakzitAsmas,tvakz,,,1,p,pfut,para,
tvakzitAsmi,tvakz,,,1,s,pfut,para,
tvakzitAsvas,tvakz,,,1,d,pfut,para,
tvakzizyatas,tvakz,,,3,d,sfut,para,
tvakzizyati,tvakz,,,3,s,sfut,para,
tvakzizyaTa,tvakz,,,2,p,sfut,para,
tvakzizyaTas,tvakz,,,2,d,sfut,para,
tvakzizyanti,tvakz,,,3,p,sfut,para,
tvakzizyasi,tvakz,,,2,s,sfut,para,
tvakzizyAmas,tvakz,,,1,p,sfut,para,
tvakzizyAmi,tvakz,,,1,s,sfut,para,
tvakzizyAvas,tvakz,,,1,d,sfut,para,
tvakzet,tvakz,,1,3,s,opt,para,
tvakzeta,tvakz,,1,2,p,opt,para,
tvakzetam,tvakz,,1,2,d,opt,para,
tvakzetAm,tvakz,,1,3,d,opt,para,
tvakzema,tvakz,,1,1,p,opt,para,
tvakzeyam,tvakz,,1,1,s,opt,para,
tvakzeyur,tvakz,,1,3,p,opt,para,
tvakzeva,tvakz,,1,1,d,opt,para,
tvakzes,tvakz,,1,2,s,opt,para,
tvakzyatAm,tvakz,,,3,s,impv,pass,
tvakzyate,tvakz,,,3,s,pres,pass,
tvakzyaDvam,tvakz,,,2,p,impv,pass,
tvakzyaDve,tvakz,,,2,p,pres,pass,
tvakzyantAm,tvakz,,,3,p,impv,pass,
tvakzyante,tvakz,,,3,p,pres,pass,
tvakzyase,tvakz,,,2,s,pres,pass,
tvakzyasva,tvakz,,,2,s,impv,pass,
tvakzyAmahe,tvakz,,,1,p,pres,pass,
tvakzyAmahE,tvakz,,,1,p,impv,pass,
tvakzyAvahe,tvakz,,,1,d,pres,pass,
tvakzyAvahE,tvakz,,,1,d,impv,pass,
tvakzye,tvakz,,,1,s,pres,pass,
tvakzyeta,tvakz,,,3,s,opt,pass,
tvakzyetAm,tvakz,,,3,d,impv,pass,
tvakzyete,tvakz,,,3,d,pres,pass,
tvakzyeTAm,tvakz,,,2,d,impv,pass,
tvakzyeTAs,tvakz,,,2,s,opt,pass,
tvakzyeTe,tvakz,,,2,d,pres,pass,
tvakzyeDvam,tvakz,,,2,p,opt,pass,
tvakzyemahi,tvakz,,,1,p,opt,pass,
tvakzyeya,tvakz,,,1,s,opt,pass,
tvakzyeyAtAm,tvakz,,,3,d,opt,pass,
tvakzyeyATAm,tvakz,,,2,d,opt,pass,
tvakzyeran,tvakz,,,3,p,opt,pass,
tvakzyevahi,tvakz,,,1,d,opt,pass,
tvakzyE,tvakz,,,1,s,impv,pass,
tvaratAm,tvar,,1,3,s,impv,atma,
tvarate,tvar,,1,3,s,pres,atma,
tvaraDvam,tvar,,1,2,p,impv,atma,
tvaraDve,tvar,,1,2,p,pres,atma,
tvarantAm,tvar,,1,3,p,impv,atma,
tvarante,tvar,,1,3,p,pres,atma,
tvaraya,tvar,,,2,s,impv,para,caus
tvarayata,tvar,,,2,p,impv,para,caus
tvarayatam,tvar,,,2,d,impv,para,caus
tvarayatas,tvar,,,3,d,pres,para,caus
tvarayatAm,tvar,,,3,s,impv,atma,caus
tvarayati,tvar,,,3,s,pres,para,caus
tvarayatu,tvar,,,3,s,impv,para,caus
tvarayate,tvar,,,3,s,pres,atma,caus
tvarayaTa,tvar,,,2,p,pres,para,caus
tvarayaTas,tvar,,,2,d,pres,para,caus
tvarayaDvam,tvar,,,2,p,impv,atma,caus
tvarayaDve,tvar,,,2,p,pres,atma,caus
tvarayantAm,tvar,,,3,p,impv,atma,caus
tvarayanti,tvar,,,3,p,pres,para,caus
tvarayantu,tvar,,,3,p,impv,para,caus
tvarayante,tvar,,,3,p,pres,atma,caus
tvarayasi,tvar,,,2,s,pres,para,caus
tvarayase,tvar,,,2,s,pres,atma,caus
tvarayasva,tvar,,,2,s,impv,atma,caus
tvarayARi,tvar,,,1,s,impv,para,caus
tvarayAma,tvar,,,1,p,impv,para,caus
tvarayAmas,tvar,,,1,p,pres,para,caus
tvarayAmahe,tvar,,,1,p,pres,atma,caus
tvarayAmahE,tvar,,,1,p,impv,atma,caus
tvarayAmi,tvar,,,1,s,pres,para,caus
tvarayAva,tvar,,,1,d,impv,para,caus
tvarayAvas,tvar,,,1,d,pres,para,caus
tvarayAvahe,tvar,,,1,d,pres,atma,caus
tvarayAvahE,tvar,,,1,d,impv,atma,caus
tvarayitA,tvar,,,3,s,pfut,para,caus
tvarayitAras,tvar,,,3,p,pfut,para,caus
tvarayitArO,tvar,,,3,d,pfut,para,caus
tvarayitAsi,tvar,,,2,s,pfut,para,caus
tvarayitAsTa,tvar,,,2,p,pfut,para,caus
tvarayitAsTas,tvar,,,2,d,pfut,para,caus
tvarayitAsmas,tvar,,,1,p,pfut,para,caus
tvarayitAsmi,tvar,,,1,s,pfut,para,caus
tvarayitAsvas,tvar,,,1,d,pfut,para,caus
tvarayizyatas,tvar,,,3,d,sfut,para,caus
tvarayizyati,tvar,,,3,s,sfut,para,caus
tvarayizyate,tvar,,,3,s,sfut,atma,caus
tvarayizyaTa,tvar,,,2,p,sfut,para,caus
tvarayizyaTas,tvar,,,2,d,sfut,para,caus
tvarayizyaDve,tvar,,,2,p,sfut,atma,caus
tvarayizyanti,tvar,,,3,p,sfut,para,caus
tvarayizyante,tvar,,,3,p,sfut,atma,caus
tvarayizyasi,tvar,,,2,s,sfut,para,caus
tvarayizyase,tvar,,,2,s,sfut,atma,caus
tvarayizyAmas,tvar,,,1,p,sfut,para,caus
tvarayizyAmahe,tvar,,,1,p,sfut,atma,caus
tvarayizyAmi,tvar,,,1,s,sfut,para,caus
tvarayizyAvas,tvar,,,1,d,sfut,para,caus
tvarayizyAvahe,tvar,,,1,d,sfut,atma,caus
tvarayizye,tvar,,,1,s,sfut,atma,caus
tvarayizyete,tvar,,,3,d,sfut,atma,caus
tvarayizyeTe,tvar,,,2,d,sfut,atma,caus
tvaraye,tvar,,,1,s,pres,atma,caus
tvarayet,tvar,,,3,s,opt,para,caus
tvarayeta,tvar,,,3,s,opt,atma,caus
tvarayetam,tvar,,,2,d,opt,para,caus
tvarayetAm,tvar,,,3,d,impv,atma,caus
tvarayete,tvar,,,3,d,pres,atma,caus
tvarayeTAm,tvar,,,2,d,impv,atma,caus
tvarayeTAs,tvar,,,2,s,opt,atma,caus
tvarayeTe,tvar,,,2,d,pres,atma,caus
tvarayeDvam,tvar,,,2,p,opt,atma,caus
tvarayema,tvar,,,1,p,opt,para,caus
tvarayemahi,tvar,,,1,p,opt,atma,caus
tvarayeya,tvar,,,1,s,opt,atma,caus
tvarayeyam,tvar,,,1,s,opt,para,caus
tvarayeyAtAm,tvar,,,3,d,opt,atma,caus
tvarayeyATAm,tvar,,,2,d,opt,atma,caus
tvarayeyur,tvar,,,3,p,opt,para,caus
tvarayeran,tvar,,,3,p,opt,atma,caus
tvarayeva,tvar,,,1,d,opt,para,caus
tvarayevahi,tvar,,,1,d,opt,atma,caus
tvarayes,tvar,,,2,s,opt,para,caus
tvarayE,tvar,,,1,s,impv,atma,caus
tvarase,tvar,,1,2,s,pres,atma,
tvarasva,tvar,,1,2,s,impv,atma,
tvarAmahe,tvar,,1,1,p,pres,atma,
tvarAmahE,tvar,,1,1,p,impv,atma,
tvarAvahe,tvar,,1,1,d,pres,atma,
tvarAvahE,tvar,,1,1,d,impv,atma,
tvaritA,tvar,,,3,s,pfut,para,
tvaritAras,tvar,,,3,p,pfut,para,
tvaritArO,tvar,,,3,d,pfut,para,
tvaritAsi,tvar,,,2,s,pfut,para,
tvaritAsTa,tvar,,,2,p,pfut,para,
tvaritAsTas,tvar,,,2,d,pfut,para,
tvaritAsmas,tvar,,,1,p,pfut,para,
tvaritAsmi,tvar,,,1,s,pfut,para,
tvaritAsvas,tvar,,,1,d,pfut,para,
tvarizyate,tvar,,,3,s,sfut,atma,
tvarizyaDve,tvar,,,2,p,sfut,atma,
tvarizyante,tvar,,,3,p,sfut,atma,
tvarizyase,tvar,,,2,s,sfut,atma,
tvarizyAmahe,tvar,,,1,p,sfut,atma,
tvarizyAvahe,tvar,,,1,d,sfut,atma,
tvarizye,tvar,,,1,s,sfut,atma,
tvarizyete,tvar,,,3,d,sfut,atma,
tvarizyeTe,tvar,,,2,d,sfut,atma,
tvare,tvar,,1,1,s,pres,atma,
tvareta,tvar,,1,3,s,opt,atma,
tvaretAm,tvar,,1,3,d,impv,atma,
tvarete,tvar,,1,3,d,pres,atma,
tvareTAm,tvar,,1,2,d,impv,atma,
tvareTAs,tvar,,1,2,s,opt,atma,
tvareTe,tvar,,1,2,d,pres,atma,
tvareDvam,tvar,,1,2,p,opt,atma,
tvaremahi,tvar,,1,1,p,opt,atma,
